@relation x3

@attribute x numeric
@attribute y numeric
@attribute class {1,2}

@data
0.546,4.26,1
0.0911,3.85,1
0.636,4.49,1
1.54,2.7,1
2.13,2.85,1
1.44,2.41,1
2.98,2.35,1
2.9,3.41,1
0.246,4.63,1
0.273,4.14,1
2.15,1.69,1
0.147,4.68,1
2.12,3.67,1
-0.636,5.59,1
2.68,3.69,1
1.94,3.2,1
2.02,2.19,1
2.66,1.22,1
0.776,4.04,1
2.89,2.89,1
2.3,4.4,1
4.08,0.666,1
3.89,1.95,1
4.72,1.34,1
2.07,3.32,1
4.96,0.66,1
-1.28,4.07,1
0.581,2.98,1
0.928,3.53,1
1.02,2.39,1
1.49,4.13,1
1.53,2.43,1
2.19,2.6,1
2.23,3.13,1
-1.2,6.12,1
2.45,2.15,1
2.86,2.64,1
2.82,1.17,1
1.11,3.17,1
0.628,4,1
2.95,3.23,1
3.24,2.08,1
0.385,4.12,1
2.56,2.58,1
2.13,2.18,1
-0.426,4.78,1
3.05,2.17,1
2.71,2.38,1
2.85,3.41,1
0.388,3.27,1
0.434,5.14,1
3.08,1.5,1
2.51,1.49,1
1.78,4.99,1
1.72,3.78,1
2.52,2.39,1
0.465,2.61,1
1.46,2.75,1
0.317,4.93,1
0.905,4.06,1
2.59,2.28,1
2.55,3.96,1
-0.0662,4.13,1
1.24,2.34,1
1.96,3.7,1
5.11,1.69,1
3.61,0.805,1
3.09,3.14,1
1.76,3.79,1
-0.168,5.47,1
-0.544,3.69,1
1.09,3.64,1
4.96,1.34,1
1.78,3.95,1
2.16,2.35,1
1.46,3.29,1
2.79,2.61,1
2.72,2.99,1
-1.01,6.26,1
1.88,3.41,1
3.64,2.12,1
1.95,4.66,1
3.24,1.62,1
2.67,2.33,1
5.98,-0.846,1
4.35,0.555,1
1.03,3.34,1
0.584,4.44,1
1.39,3.76,1
3.16,0.483,1
-0.316,5.95,1
1.24,2.81,1
1.44,3.59,1
0.288,4.42,1
2.62,2.48,1
1.92,1.83,1
0.994,2.83,1
2.15,2.6,1
1.32,3.01,1
1.57,2.57,1
1.48,2.18,1
2.26,1.97,1
0.14,5.27,1
0.604,4.5,1
1.94,4.86,1
-0.869,5.76,1
2.84,2.96,1
2.06,2.87,1
3.6,0.887,1
0.956,3.87,1
2.53,1.01,1
2.26,2.91,1
1.91,2.92,1
1.28,4.92,1
4.35,0.402,1
2.54,2.74,1
3.17,1.98,1
1.35,3.56,1
0.0722,4.36,1
-0.575,6.31,1
1.34,4.15,1
4.77,0.0559,1
1.53,2.88,1
1.56,4.17,1
-0.691,6.09,1
3.01,2.35,1
2.89,1.99,1
3.91,1.58,1
1.18,3.35,1
4.03,1.43,1
1.68,3.67,1
1.88,3.41,1
1.78,3.61,1
3.92,1.11,1
2.94,1.9,1
1.51,3.34,1
1.62,2.81,1
0.00379,3.69,1
2.79,3.63,1
0.246,3.99,1
3.11,2.03,1
3.69,1.01,1
1.42,1.96,1
0.575,5.15,1
2.43,2.26,1
2.43,2.12,1
2.75,0.86,1
3.55,1.88,1
2.83,1.79,1
0.238,3.32,1
-0.737,5.31,1
-0.126,5.71,1
1.18,4.72,1
1.92,2.19,1
2.15,4.22,1
1.44,3.18,1
2.56,2.97,1
1.39,4,1
0.988,3.68,1
3.62,2.5,1
4.11,1.84,1
3.1,1.56,1
2.59,3.02,1
1.78,4.5,1
3.98,1.11,1
0.41,2.94,1
2.2,2.1,1
1.07,4.75,1
0.732,4.29,1
1.13,2.65,1
3.62,2.44,1
3,2.34,1
1.92,3.07,1
3.12,2.1,1
0.941,3.17,1
4.07,1.44,1
-0.296,4.4,1
1.51,3.84,1
4.12,2.46,1
1.91,2.86,1
2.69,3.03,1
2.57,2.59,1
0.994,3.13,1
1.92,2.48,1
0.433,4.42,1
-0.265,4.85,1
3.33,1.91,1
0.93,3.36,1
1.95,2.76,1
0.572,4.83,1
3.41,1.7,1
3.09,1.96,1
4.12,0.421,1
0.449,5.01,1
3.08,2.2,1
3.18,3.52,1
1.24,2.89,1
5.27,-0.0628,1
-1.33,6.06,1
0.467,3.99,1
0.948,3.6,1
3.16,2.6,1
1.2,2.63,1
4.98,0.871,1
-0.116,5.19,1
2.13,2.69,1
2.78,1.87,1
1.74,1.84,1
2.19,2.72,1
-1.71,3.8,1
3.04,1.52,1
1.76,2.21,1
1.83,2.29,1
4.09,1.95,1
-1.06,6.68,1
1.78,3.44,1
3.43,2.2,1
3.62,0.983,1
0.398,4.57,1
2.07,2.14,1
1.9,1.65,1
2.96,2.45,1
2.94,3.25,1
1.06,3.37,1
1.86,3.69,1
3.51,2.13,1
1.92,4.04,1
1.43,4.67,1
0.328,4.14,1
1.43,1.49,1
0.933,3.73,1
1.35,4.17,1
1.25,4.14,1
1.41,2.54,1
3.59,2.07,1
0.566,4.37,1
1.95,2.7,1
1.14,4.12,1
3.45,1.54,1
4,1.67,1
3.44,1.4,1
2.77,0.853,1
5.1,0.34,1
3.01,3.26,1
3.09,1.18,1
1.62,3.06,1
2.54,2.7,1
2.11,4.57,1
4.77,2.69,1
3.61,0.958,1
-0.474,4.33,1
3,2.14,1
1.89,2.95,1
3.8,2.43,1
1.83,3.58,1
4.2,1.05,1
-2.05,7.15,1
-2.31,6.6,1
1.88,2.83,1
1.05,4.27,1
3.81,2.03,1
2.61,2.38,1
3.4,2.37,1
-1.03,5.72,1
2.69,2.04,1
1.91,2.5,1
1.8,3.03,1
2.45,1.69,1
2.68,2.89,1
0.791,4,1
1.5,4.12,1
2.19,3.49,1
-0.0908,4.86,1
0.295,4.54,1
1.04,4.31,1
0.857,3.98,1
2.21,2.64,1
4.37,2.15,1
1.06,2.06,1
-1.17,4.8,1
-1.01,5.2,1
2.92,3.52,1
2.8,1.79,1
0.0531,5.59,1
1.76,5.58,1
1.91,2.59,1
1.24,4.83,1
1.02,4.05,1
5.3,0.865,1
2.34,3.74,1
3.29,1.83,1
2.63,2.3,1
1.89,2.39,1
1.8,2.98,1
3.14,1.92,1
1.93,4.23,1
3.37,1,1
5.4,1.68,1
0.531,4.34,1
2.63,2.57,1
2.56,1.98,1
2.7,2.41,1
3.02,2.99,1
2.53,2.72,1
4.18,1.51,1
2.21,2.76,1
4.11,0.872,1
2.45,3.73,1
-0.0871,3.82,1
2.73,2.95,1
2.14,3.35,1
-0.181,4.39,1
0.591,3.52,1
-0.369,5.12,1
1.58,3.88,1
-0.442,4.19,1
3.13,2.46,1
0.23,5.05,1
5.71,0.738,1
3.21,1.8,1
4.8,0.0827,1
4.51,1.29,1
3.54,0.706,1
2.2,2.2,1
2.07,2.66,1
4.09,1.86,1
5.72,1.08,1
2.47,2.71,1
-0.971,6.35,1
1.79,3.04,1
2.4,2.69,1
2.93,-0.0882,1
0.7,3.7,1
3.75,2.02,1
4.91,-0.625,1
2.56,2.26,1
-1.23,5.85,1
4.2,0.678,1
2.18,2.49,1
3.07,3.87,1
-0.127,5.28,1
1.08,4.86,1
4.87,0.469,1
-1.34,5.09,1
4.61,0.63,1
2.16,2.7,1
2.41,1.78,1
2.72,3.08,1
0.452,4.24,1
1.66,2.77,1
5.27,0.19,1
1.01,4.44,1
0.955,2.92,1
3.37,2.98,1
2.52,2.39,1
1.62,2.72,1
2.63,3.13,1
3.79,-0.237,1
-0.892,4.79,1
2.27,1.83,1
1.3,4.26,1
2.49,2.07,1
1.33,3.84,1
5.51,1.11,1
3.24,2.28,1
0.681,3.13,1
-0.195,3.68,1
3.37,1.87,1
2.42,2.26,1
0.757,3.85,1
1.6,3.38,1
1.81,2.97,1
3.37,1.96,1
1.25,2.64,1
3.25,2.51,1
-1.59,5.92,1
1.44,3.68,1
2.77,1.72,1
1.47,1.87,1
2.24,2.27,1
3.67,2.09,1
0.34,3.27,1
2.89,0.798,1
2.06,2.3,1
5.16,0.393,1
3.61,1.16,1
1.07,3.25,1
2.4,1.03,1
0.118,5.15,1
0.455,4.06,1
1.62,3.74,1
0.526,4.77,1
0.412,3.09,1
1.88,2.64,1
0.561,4.36,1
1.25,4.47,1
1.67,3.77,1
4.64,-0.736,1
0.281,5.47,1
0.333,4.28,1
2.33,3.45,1
-0.279,4.59,1
0.875,4.16,1
1.78,3.54,1
3.09,2.19,1
0.884,4.87,1
-0.359,5.25,1
2.63,2.83,1
2.01,2.7,1
1.93,2.37,1
2.11,3.63,1
0.942,4.85,1
1.5,1.92,1
1.64,4.53,1
5.16,0.249,1
3.69,0.907,1
2.08,2.17,1
3.25,2.44,1
5.61,0.827,1
2.47,2.24,1
1.69,3.38,1
0.72,3.16,1
1.38,4.63,1
3.51,2.53,1
2.07,3.63,1
3.97,1.75,1
2.56,4.5,1
3.02,1.48,1
1.9,3.12,1
2.08,3.22,1
-0.306,5.32,1
1.71,3.08,1
1.54,3.14,1
2.29,1.67,1
1.81,2.48,1
3.06,1.97,1
2.47,2.69,1
1.7,3.79,1
3.6,0.606,1
2.46,1.96,1
1.53,3.65,1
4.28,1.45,1
-0.831,7.28,1
2.1,2.64,1
2.93,3.58,1
1.96,4.23,1
2.5,1.72,1
1.52,3.31,1
3.23,2.57,1
1.62,3.37,1
1.92,3.08,1
1.67,3.8,1
3.69,1.37,1
3.13,0.757,1
3.47,2.01,1
0.702,4.79,1
0.186,4.13,1
2.75,2.4,1
4.25,0.618,1
2.09,2,1
-0.658,5.51,1
1.05,2.36,1
2.13,3.69,1
1.34,5.4,1
1.78,3.86,1
2.27,4.3,1
1.69,3.39,1
3.14,3.27,1
1.05,2.96,1
2.84,2.46,1
-0.0502,3.17,1
1.7,4.25,1
2.28,2.98,1
2.85,2.83,1
3.1,1.07,1
0.963,4.02,1
2.83,1.63,1
1.23,2.99,1
0.268,3.46,1
3.95,1.38,1
2.45,2.9,1
0.719,4.65,1
1.08,4.42,1
2.84,2.54,1
2.13,4.51,1
2.95,2.52,1
1.38,3.9,1
1.68,1.32,1
1.11,3.85,1
1.97,2.17,1
1.9,3.6,1
2.89,2.38,1
3.06,1.46,1
3.35,0.919,1
3.55,1.82,1
0.743,5.52,1
2.08,3.77,1
-0.226,4.21,1
3.58,2.15,1
5.03,0.813,1
0.636,3.35,1
3.79,0.302,1
2.84,1.57,1
1.11,3.36,1
1.85,3.16,1
-1.02,6.06,1
2.06,2.51,1
0.838,3.79,1
3.06,1.33,1
3.91,0.79,1
0.52,4.09,1
1.5,3.72,1
-1.95,5.57,1
1.35,3.22,1
2.16,2.97,1
0.719,2.79,1
3.7,2.24,1
2.19,3,1
1.55,3.69,1
3.87,1.4,1
4.86,0.545,1
3.66,-0.464,1
3.77,4.21,1
1.66,4.17,1
1.43,2.89,1
1.42,2.56,1
0.434,3.01,1
1.52,3.32,1
1.09,2.46,1
0.176,4.49,1
3.2,-0.0834,1
3.42,2.45,1
1.87,3.49,1
2.39,1.56,1
0.187,5.35,1
3.61,2.61,1
4.5,0.984,1
0.396,4.14,1
0.83,4.22,1
2.83,3.23,1
1.14,4.53,1
2.41,3.64,1
3.92,1.22,1
4.26,0.993,1
3.06,1.08,1
0.564,3.99,1
0.833,4.49,1
1.45,2.48,1
2.54,3.05,1
1.46,2.89,1
0.735,3.66,1
3.61,1.32,1
1.11,3.62,1
4.18,1.75,1
0.476,5.14,1
2.8,3.17,1
2.32,2.69,1
2.23,3.13,1
2.17,2.76,1
0.895,3.54,1
2.15,1.65,1
3.08,2.71,1
0.46,5.22,1
2.39,2.21,1
-0.647,5.64,1
2.85,2.22,1
3.27,1.52,1
2.95,2.48,1
3.83,3.24,1
6.3,-0.131,1
1.85,2.33,1
0.0747,5.81,1
3.5,1.87,1
-0.566,5.32,1
1.23,5.01,1
2.23,1.53,1
-0.927,5.38,1
2.32,3.92,1
1.51,4.53,1
-0.156,6.16,1
1.51,4.29,1
2.45,2.88,1
1.67,1.98,1
2.25,3.46,1
1.2,2.98,1
1.6,3.41,1
1.79,2.98,1
2.36,1.9,1
-0.659,4.76,1
3.32,3.39,1
0.662,4.2,1
1.61,4.02,1
5.07,-0.0101,1
1.79,2.85,1
5.01,1.18,1
2.22,3.02,1
5.27,0.754,1
2.23,1.95,1
3.97,2.38,1
2.52,3.76,1
3.88,-0.826,1
3.58,1.8,1
3.86,1.16,1
1.12,3.68,1
1.86,2,1
-0.112,5.22,1
2.59,3.34,1
3.03,3.72,1
4.95,1.28,1
2.02,3.57,1
0.786,3.87,1
1.62,3.39,1
2.79,1.52,1
0.474,2.04,1
1.69,3.53,1
2.69,1.46,1
1.81,3.4,1
2.52,2.69,1
2.27,2.26,1
0.857,3.17,1
2.2,3.36,1
1.88,3.39,1
1.77,4.14,1
3.98,0.345,1
1.84,3.67,1
3.84,2.5,1
3.11,1.2,1
-0.577,4.71,1
2.26,1.8,1
1.38,3.1,1
4.94,-0.195,1
0.506,5.76,1
4.77,1.46,1
0.345,3.99,1
-0.544,4.17,1
0.662,5,1
0.887,4.15,1
4.19,1.62,1
1.24,3.16,1
0.956,3.32,1
2.55,2.62,1
0.367,5.53,1
1.7,3.53,1
4.82,1.62,1
4.26,0.11,1
-1.02,5.75,1
0.973,3.85,1
2.16,3.18,1
0.388,5.07,1
2.35,2.83,1
0.826,4.87,1
1.98,2.96,1
2.35,2.56,1
2.14,2.83,1
1.95,4.08,1
2.44,1.21,1
4,1.35,1
3.97,0.876,1
-1.5,6.14,1
1.36,2.87,1
0.957,2.94,1
2.91,2.93,1
0.417,3.46,1
1.67,2.55,1
-1.18,1.22,2
1.17,0.532,2
1.36,0.031,2
0.693,0.991,2
0.767,-0.38,2
-0.236,0.112,2
-0.2,-1.07,2
1.26,1.03,2
-0.0982,1.98,2
0.442,1.8,2
1.57,0.16,2
-0.0271,1.56,2
1.08,-0.233,2
-0.284,1.59,2
0.00202,-0.158,2
0.465,1.26,2
0.24,1.38,2
0.193,0.036,2
0.0585,-1.48,2
1.5,0.403,2
0.381,-0.412,2
0.472,0.853,2
3.31,1.8,2
1.01,0.166,2
-1.67,2.34,2
-0.654,0.991,2
1.27,-0.767,2
-1.51,1.54,2
0.357,1.52,2
-0.336,0.843,2
0.225,0.561,2
1.29,0.622,2
-0.896,-0.135,2
2.34,0.352,2
0.313,0.655,2
2.35,-1.78,2
-0.166,-1.27,2
0.558,0.0317,2
1.41,0.0188,2
0.789,0.201,2
-0.138,0.916,2
2.77,0.931,2
-1.96,-0.856,2
-1.1,2.15,2
0.672,1.28,2
-0.448,0.426,2
0.0567,-0.625,2
-1.11,-0.0665,2
0.766,1.29,2
-0.104,-1.29,2
-0.0451,1.68,2
1.44,-0.656,2
0.408,-0.355,2
1.12,0.254,2
0.62,0.245,2
1.33,0.058,2
0.435,-0.517,2
0.279,0.272,2
-0.803,2.23,2
-1.48,-0.662,2
1.3,-0.443,2
1.44,0.259,2
-0.758,-1.08,2
1.59,1.12,2
0.949,0.676,2
-0.857,1.69,2
1.13,-0.63,2
-0.155,0.138,2
-0.0708,-1.15,2
-1.89,0.112,2
-1.28,0.225,2
2.6,-0.0271,2
1.57,1.04,2
-0.0812,1.45,2
0.859,0.492,2
1.78,1.09,2
3.49,0.14,2
0.251,1.29,2
-0.51,1.04,2
1.41,0.113,2
1.7,2.47,2
-0.823,0.998,2
1.05,0.592,2
-0.472,2.2,2
1.64,1.36,2
1.76,2.13,2
-0.997,-0.164,2
-0.181,-0.27,2
-0.565,0.154,2
-0.152,1.81,2
0.612,1.2,2
2.63,-0.538,2
0.973,-0.0513,2
1.36,-1.05,2
1.05,-0.387,2
0.23,0.947,2
2.09,0.324,2
0.941,1.15,2
-1.14,-2,2
-0.376,1.17,2
0.294,2.14,2
-0.28,0.155,2
1.79,1.34,2
-0.0277,-0.0113,2
0.833,0.476,2
-0.162,-0.666,2
-0.393,-0.897,2
0.907,-0.868,2
-0.682,2.06,2
2.66,2.8,2
-0.143,-0.906,2
1.82,-0.942,2
0.699,1.63,2
0.958,-0.815,2
0.229,1.6,2
0.829,0.634,2
0.127,0.702,2
1.94,0.541,2
2.04,1.17,2
1.02,-0.00769,2
-0.341,0.258,2
0.494,1.45,2
1.93,0.216,2
-0.946,-0.544,2
2.48,-0.197,2
-1.01,0.298,2
0.552,0.416,2
-1.84,-0.557,2
0.327,-1.57,2
2.05,-0.884,2
-0.138,-0.212,2
1.48,1.06,2
0.394,0.0285,2
0.566,1.83,2
0.857,-0.0389,2
1.63,0.0726,2
0.00668,0.501,2
3.13,3.13,2
0.623,1.44,2
0.527,0.518,2
0.204,-0.893,2
-1.24,-0.616,2
1.1,2.1,2
1.07,-1.25,2
0.2,-1.09,2
1.92,0.203,2
-0.662,1.24,2
0.604,1.61,2
1.14,-0.232,2
-0.0492,-0.606,2
1.45,1.9,2
-0.526,0.433,2
-0.378,-0.801,2
-0.0138,1.74,2
2.69,1.56,2
0.108,-0.0491,2
0.543,0.0559,2
1.67,-0.378,2
1.13,-1.5,2
0.196,2.12,2
0.0327,0.291,2
0.098,-0.888,2
1.22,0.345,2
0.0616,2.28,2
-1.26,1.51,2
2.18,0.34,2
-0.376,2.2,2
-0.454,0.747,2
-0.477,2.33,2
0.686,1.09,2
0.204,2.21,2
0.941,0.544,2
0.621,-0.0267,2
0.768,0.173,2
0.648,3.83,2
-0.0249,-0.244,2
1.41,-0.00623,2
0.14,-2.01,2
1.14,-0.82,2
0.934,1.1,2
1.25,0.264,2
-0.436,0.972,2
1.64,-0.728,2
-1.3,-0.607,2
-0.241,2.13,2
-2.36,0.272,2
0.178,-0.0752,2
-0.251,-0.504,2
1.78,0.944,2
-0.318,-0.184,2
-0.188,1.22,2
0.429,0.736,2
-0.137,-0.453,2
1.66,0.285,2
1.52,0.943,2
-0.289,1.81,2
0.667,1.25,2
-0.378,0.36,2
0.825,0.688,2
0.412,-0.437,2
1.31,-0.163,2
-0.155,0.133,2
1.38,1.24,2
-0.0402,0.654,2
0.0133,-0.571,2
0.185,1.38,2
0.718,0.531,2
2.3,-0.834,2
-0.0728,-0.339,2
-0.895,1.76,2
1.93,0.0722,2
-1.31,1.95,2
-0.285,1.59,2
1.63,0.494,2
-1.31,0.572,2
1.02,2.34,2
0.224,0.443,2
1.35,0.51,2
1.18,2.03,2
0.574,1.65,2
0.839,0.332,2
1.05,0.0106,2
1.44,0.352,2
1,-1.59,2
1.34,-0.484,2
-0.422,0.785,2
1.75,1.67,2
0.448,1.71,2
2.74,-0.192,2
0.304,-0.651,2
0.00671,-0.355,2
-0.507,2.1,2
1.56,-0.499,2
0.42,1.93,2
0.835,1.86,2
-1.12,0.893,2
1.08,-0.267,2
2.08,0.994,2
-1.7,-0.911,2
1.74,0.532,2
1.71,0.399,2
0.949,-0.895,2
-0.0463,0.168,2
1.63,0.0356,2
0.617,0.514,2
-0.149,1.65,2
1.91,0.796,2
1.08,1.22,2
-0.772,1.75,2
-1.48,-0.506,2
-0.0838,0.895,2
0.83,-0.0857,2
-0.826,1.06,2
-0.142,1.11,2
1.02,1.75,2
-0.594,-0.274,2
0.865,-0.617,2
-0.169,0.415,2
0.21,1.26,2
-0.204,1.01,2
-0.0973,-0.466,2
2.16,0.405,2
0.338,-0.12,2
0.093,1.55,2
-0.221,-0.398,2
0.0933,-1.09,2
0.812,-0.166,2
2.74,1.32,2
-0.529,2.51,2
0.521,-0.143,2
-0.255,0.63,2
0.428,1.39,2
0.58,0.64,2
-0.734,-0.313,2
0.0527,2.14,2
-1.27,-0.541,2
0.0907,0.244,2
0.133,-0.868,2
3,1.53,2
-1.48,0.385,2
2.3,1.01,2
0.858,1.04,2
0.38,-0.465,2
1.27,2.84,2
-0.942,0.803,2
1.08,1.5,2
0.609,1.19,2
2.61,0.643,2
-0.896,-1.22,2
-0.295,1.15,2
1.15,1.28,2
0.108,-1.13,2
1.54,0.717,2
0.0142,1.42,2
1.14,-0.0679,2
1.07,0.769,2
0.492,-1.64,2
-0.521,-0.0999,2
1.62,0.598,2
0.71,-0.249,2
-0.778,1.09,2
1.15,-0.171,2
-0.298,-0.277,2
0.245,1.46,2
0.733,-0.871,2
0.568,1.58,2
0.794,1.06,2
1.68,0.112,2
0.33,0.32,2
0.51,0.378,2
0.583,1.68,2
-0.746,-0.283,2
-0.074,0.119,2
-0.335,-0.941,2
0.326,-0.0115,2
0.527,0.0524,2
0.797,-0.366,2
-0.71,0.489,2
1.69,-0.474,2
0.424,1.3,2
0.181,1.37,2
0.327,1.9,2
-1.71,-0.841,2
0.209,0.988,2
1.48,1.54,2
1.77,1.85,2
1.32,0.825,2
-0.3,1.22,2
1.21,-1.15,2
0.445,0.844,2
0.933,-0.577,2
0.0384,1.08,2
0.785,0.234,2
0.374,0.503,2
-1.32,0.857,2
1.83,-1.56,2
0.597,0.492,2
1.26,-0.0702,2
0.236,0.911,2
0.443,1.61,2
1.84,0.103,2
0.985,0.00202,2
1.75,-1.33,2
-0.19,3.54,2
1.1,1.31,2
1.41,0.237,2
0.127,0.753,2
0.832,0.386,2
-1.43,1.46,2
-0.0752,1.45,2
0.467,0.484,2
-0.0677,-1.09,2
0.088,1.43,2
-1.31,1.31,2
0.665,-0.00784,2
1.09,-0.229,2
-0.41,0.284,2
0.97,0.698,2
0.896,2.24,2
1.66,2.42,2
3.13,-1.17,2
-0.199,0.474,2
1.99,1.31,2
2.09,1.04,2
-0.235,0.133,2
0.27,-0.0331,2
0.197,0.463,2
-0.541,1.55,2
0.881,0.215,2
0.142,0.266,2
0.694,1.2,2
0.453,0.148,2
-0.137,-0.0129,2
1.04,1.62,2
1.73,-0.156,2
-0.971,1.81,2
0.536,1.72,2
1.21,1.59,2
0.791,-0.106,2
-3.08,-0.146,2
0.407,-0.877,2
-0.0814,-0.0445,2
0.946,0.419,2
2.72,1.32,2
-0.127,-0.174,2
1.08,0.558,2
1.24,1.21,2
-0.352,0.918,2
1.1,-0.674,2
0.42,0.407,2
-2.47,-0.0752,2
1.44,-1.23,2
0.465,0.199,2
-0.0427,-1.11,2
0.72,1.12,2
1.57,0.144,2
1.32,1,2
0.255,1.37,2
1.14,0.325,2
-1.87,2.14,2
1.44,1.21,2
0.0192,0.0446,2
1.53,1.94,2
0.626,1.48,2
2.02,1.5,2
1.32,-1.12,2
1.88,-0.2,2
0.619,0.149,2
0.414,-1.19,2
-0.436,0.416,2
1.28,1.7,2
-0.349,0.661,2
1.56,0.402,2
1.19,-0.504,2
-0.0522,1.67,2
-1.45,0.0984,2
0.564,-1.49,2
1.5,0.726,2
1.39,0.248,2
1.43,0.512,2
-0.538,-0.39,2
1.38,1.15,2
0.607,0.483,2
0.313,-0.134,2
1.89,1.18,2
-0.877,-1.08,2
1.43,0.56,2
0.132,1.03,2
-1.38,0.284,2
1.12,-1.58,2
0.629,0.352,2
-0.843,-0.778,2
2.3,-0.564,2
1.18,1.23,2
2.04,-0.363,2
-0.331,-1.47,2
-0.778,-0.000426,2
0.883,1.04,2
-0.0767,-0.0443,2
-0.869,1.3,2
1.2,0.74,2
1.58,0.672,2
2.58,0.865,2
2.03,1.73,2
3.4,-2.07,2
-0.525,2.08,2
2.2,0.255,2
-2.86,0.129,2
1.89,0.293,2
2.17,1.68,2
-0.387,-1.08,2
1.45,1.6,2
0.144,-1.39,2
0.991,1.2,2
0.206,-0.0868,2
-0.727,3.52,2
2.11,0.596,2
0.485,-0.827,2
-0.00879,-0.479,2
-0.832,1.26,2
1.18,0.204,2
-0.0245,0.0795,2
-0.151,0.711,2
1.43,0.339,2
0.71,0.249,2
0.607,0.41,2
2.02,0.235,2
0.44,0.543,2
-0.0664,-0.71,2
-1.46,-0.649,2
0.7,0.903,2
-0.0478,0.371,2
3.16,1.33,2
-1.05,2.18,2
2.66,-0.629,2
0.502,0.115,2
-1.45,-0.0392,2
0.811,-0.0298,2
0.0676,0.718,2
0.676,-0.496,2
1.25,1.83,2
1.17,0.312,2
0.841,-0.866,2
2.39,-0.0672,2
0.454,-0.809,2
1.79,1.08,2
-0.259,2.93,2
-0.492,2.33,2
0.781,1.71,2
1.36,0.0796,2
0.977,0.817,2
-0.425,-0.985,2
0.878,-0.303,2
1.09,0.0297,2
0.261,0.884,2
1.48,-1.15,2
-0.0918,0.821,2
2.24,1.71,2
0.69,0.694,2
0.434,1.26,2
0.44,-0.503,2
-0.0418,0.403,2
-2.18,-0.862,2
-0.0109,0.663,2
-0.813,-0.959,2
2.08,-0.111,2
-1.46,2.05,2
0.566,0.96,2
0.589,0.461,2
0.996,-0.365,2
1.56,-0.0365,2
-0.652,0.661,2
0.332,1.66,2
-0.835,-0.156,2
1.06,1.03,2
0.98,-0.0816,2
-0.0392,1.48,2
1.63,2.22,2
1.17,-0.651,2
0.184,0.695,2
1.41,-0.0663,2
0.751,-0.247,2
0.482,0.0886,2
0.832,-1.07,2
-0.17,1.02,2
0.62,-0.316,2
0.73,0.714,2
0.721,0.786,2
1.41,0.253,2
0.238,-0.58,2
1.13,-0.803,2
-0.816,2.14,2
0.47,0.524,2
-0.253,0.564,2
0.935,1.88,2
1.11,0.633,2
0.494,1.68,2
0.995,1.04,2
0.008,-0.262,2
0.11,0.457,2
-2.61,1.47,2
2.41,0.22,2
1.14,0.309,2
1.41,1.52,2
0.975,0.909,2
1.95,-0.757,2
0.11,0.793,2
2.19,0.901,2
1.58,2.06,2
0.314,-0.616,2
0.468,2.56,2
1.41,1.11,2
2.16,2.1,2
1.52,0.419,2
1.91,0.666,2
0.07,-3.3,2
-0.199,0.143,2
-2.12,0.666,2
-0.212,1.13,2
2.11,1.22,2
0.307,-1.24,2
-0.769,-0.598,2
2.19,-0.328,2
0.36,0.262,2
1.39,0.822,2
-0.993,1.81,2
-1.19,1.56,2
0.184,0.144,2
0.0383,2.11,2
1.68,-0.0108,2
0.281,-1.04,2
-0.0134,1.35,2
0.8,-0.302,2
1.01,-0.98,2
0.81,0.22,2
-1.18,-0.636,2
0.861,0.115,2
0.855,1.34,2
1.38,1.05,2
0.567,1.56,2
-0.749,-0.928,2
1.5,0.798,2
-0.579,0.445,2
1.79,-0.197,2
0.827,-0.801,2
0.502,-0.0719,2
-0.3,-0.0672,2
0.197,-0.496,2
0.208,-0.0939,2
-0.353,-1.9,2
1.27,-1.02,2
-0.346,0.889,2
0.0105,0.709,2
-0.31,-0.197,2
-1.16,1.22,2
1.81,-0.756,2
0.806,0.311,2
1.56,1.78,2
-0.297,1.36,2
-0.33,1.43,2
-0.193,0.688,2
-0.728,-1.07,2
-1.93,-0.666,2
0.688,0.596,2
1.92,0.92,2
1.54,0.864,2
-1.09,0.428,2
-1.04,-0.617,2
1.32,1.01,2
1.43,0.521,2
-0.0394,0.904,2
0.858,-1.17,2
0.42,1.24,2
2.04,1.77,2
2.5,0.724,2
-0.815,0.682,2
-0.779,-1.01,2
0.465,0.482,2
0.4,1.07,2
1.05,0.633,2
-0.73,2.15,2
1.44,-0.65,2
3.12,2.88,2
0.556,-0.0879,2
-0.483,-0.879,2
0.413,-0.261,2
-0.375,0.0315,2
0.123,-1.13,2
-0.343,2.58,2
2.36,0.425,2
-2.01,-1.69,2
1.03,-0.352,2
0.189,2.1,2
1.16,1.17,2
-0.27,1.56,2
0.726,1.07,2
-0.0269,1.08,2
1.41,0.341,2
1.17,-0.36,2
1.66,0.57,2
-0.0166,-0.486,2
0.765,0.549,2
0.962,0.0425,2
0.864,1.75,2
1.6,-0.823,2
1.01,1.71,2
-0.34,0.504,2
0.749,-0.242,2
0.323,1.12,2
0.353,0.219,2
-1.51,0.295,2
0.58,0.702,2
0.863,0.458,2
0.414,-0.406,2
-1.69,-1.64,2
0.61,-0.474,2
0.751,-0.571,2
1.68,0.373,2
-0.552,-0.893,2
0.0529,-0.354,2
1.06,1.02,2
-0.406,2.44,2
-1.41,-0.0312,2
-1.09,3.21,2
-1.45,-0.705,2
-0.49,0.996,2
1.15,2.62,2
0.676,1.27,2
-0.116,-0.0766,2
-1.21,1.04,2
1.28,-0.951,2
0.776,0.654,2
